Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Parts_Per_Hour
226.98,136.68,29.645,18.868,393.18,23.53,14.26,111.8,62.09,29
223.43,128.7,16.729,12.852,121.06,24.85,10.96,20.2,46.09,115
231.96,133.6,43.118,10.765,260.2,24.88,8.24,85.7,146.12,45
191.89,110.88,32.588,10.792,374.81,25.9,4.51,82.1,39.89,38
193.65,130.15,35.976,15.948,383.71,18.25,11.59,118.0,48.06,29
242.33,107.05,30.755,14.013,169.63,27.44,13.29,68.2,20.72,54
232.5,94.79,40.042,15.907,143.2,18.7,10.31,104.7,192.57,29
243.58,124.29,15.994,16.233,317.32,22.76,9.81,3.9,49.53,69
233.11,148.32,23.051,8.268,112.59,27.2,3.7,15.6,199.13,113
221.8,101.74,29.089,8.648,245.57,22.88,6.01,42.2,35.23,54
225.79,112.27,17.298,14.392,338.91,18.64,11.12,74.7,4.13,67
242.24,127.18,36.177,10.292,268.08,20.29,1.24,54.4,179.14,56
220.52,117.91,26.81,15.59,156.4,23.79,9.98,25.1,116.0,51
224.27,139.04,23.18,14.626,246.11,18.88,11.73,71.1,70.28,57
190.95,133.32,15.101,15.029,376.38,22.24,5.69,68.4,102.67,67
213.17,84.08,36.595,11.629,285.16,21.29,2.07,63.4,52.15,29
230.15,149.89,40.014,15.678,316.45,26.15,12.47,11.8,126.95,26
198.97,132.67,26.851,17.954,200.88,19.1,2.99,111.3,123.29,43
194.16,140.47,31.927,19.977,156.55,24.83,6.19,71.5,16.04,33
201.97,125.58,21.831,18.061,176.69,22.07,10.9,32.4,182.14,44
196.91,139.94,33.666,14.69,259.95,23.88,12.44,82.8,92.11,36
195.04,87.87,15.364,10.321,184.07,20.06,13.07,38.8,39.03,92
209.74,104.34,29.659,16.177,262.59,24.1,8.43,61.2,61.48,32
243.55,141.35,34.326,19.252,312.34,24.74,7.66,41.6,173.24,27
215.49,94.12,42.546,10.542,320.32,18.7,12.88,105.8,76.64,31
193.15,85.48,26.44,11.072,149.41,26.24,8.88,119.3,112.39,48
185.39,135.17,37.956,9.788,325.13,26.61,9.1,20.2,189.54,43
228.73,138.48,32.931,16.841,301.81,18.64,7.08,3.8,130.34,34
206.8,91.39,42.81,12.879,103.6,24.03,6.22,27.1,135.14,29
237.53,139.8,26.951,8.752,117.66,23.94,7.73,71.2,49.71,115
226.17,128.07,24.573,18.499,293.87,18.12,6.11,21.7,133.66,38
235.74,116.41,41.614,14.692,215.11,21.42,5.81,97.6,78.76,38
199.04,138.12,16.477,11.973,143.83,27.69,14.91,49.6,182.21,78
228.47,109.35,19.092,12.128,113.32,23.55,5.71,73.7,25.91,96
198.48,93.58,17.472,11.483,147.82,27.33,4.59,55.2,57.13,92
245.73,99.94,40.293,13.466,387.25,24.76,5.95,108.5,13.2,39
224.55,115.36,15.318,12.045,318.27,18.28,9.27,5.2,76.18,81
202.72,117.19,40.85,14.575,258.31,18.78,13.75,87.8,29.67,27
198.87,136.39,28.538,17.282,382.46,25.22,12.03,78.6,169.03,37
193.36,135.39,15.121,16.094,285.73,23.55,12.79,78.3,185.01,65
228.62,120.7,27.049,11.533,317.69,19.27,13.03,50.3,133.89,54
195.31,134.65,20.604,14.345,184.8,24.14,13.89,2.9,20.67,66
221.67,93.42,33.732,18.082,276.69,26.1,4.29,83.0,68.33,29
198.52,83.5,35.381,8.818,143.04,25.53,7.42,99.7,192.9,42
226.34,141.15,29.626,8.94,221.34,20.46,6.39,11.1,27.26,75
237.05,85.29,16.216,14.674,109.97,20.58,6.35,53.6,111.3,102
234.46,97.27,34.684,15.669,164.99,27.68,10.13,20.3,70.59,35
233.26,128.67,40.261,10.537,122.46,26.87,6.63,73.7,199.83,55
193.14,108.66,36.61,16.943,216.33,21.18,9.63,94.5,57.08,31
186.19,141.34,39.899,15.755,352.91,26.24,6.35,80.3,9.55,21
228.93,100.86,21.015,19.079,213.38,19.62,5.36,38.8,140.44,37
205.78,80.83,41.667,10.027,349.49,19.97,5.94,17.6,65.35,30
210.26,101.05,24.666,17.016,296.95,19.81,12.25,95.5,131.52,35
182.18,120.47,15.402,9.004,252.86,18.88,9.41,39.5,20.93,95
198.17,106.32,40.302,14.784,171.07,26.55,14.64,3.6,104.61,32
182.36,117.44,43.255,14.623,376.65,23.79,12.66,69.0,75.05,28
241.54,141.36,34.667,12.661,116.26,20.59,7.8,30.4,107.35,66
197.04,143.87,21.943,18.135,306.67,26.49,4.39,101.1,170.69,46
219.01,98.62,22.552,8.052,286.37,26.03,10.43,18.0,194.55,68
182.73,112.35,28.998,14.242,232.31,19.01,11.17,52.7,150.63,39
226.68,118.44,41.935,10.606,172.1,24.44,7.5,31.1,153.37,50
202.61,146.44,19.488,16.922,229.21,25.22,4.22,83.1,105.79,61
242.85,149.9,39.779,8.517,361.83,25.16,8.8,66.3,19.48,50
242.17,96.48,23.739,17.979,351.03,25.23,4.55,95.1,133.41,37
202.77,130.89,39.258,18.057,382.41,19.69,14.16,55.6,29.56,16
243.07,106.46,42.608,17.994,192.34,21.15,9.8,1.6,49.13,31
249.73,80.57,27.825,9.831,216.13,26.44,5.09,26.6,141.52,74
237.78,80.65,25.952,15.565,105.62,26.98,4.02,119.9,131.4,63
239.14,112.24,39.067,8.172,382.88,20.79,11.03,49.2,62.87,39
197.43,114.18,30.884,18.176,198.82,18.23,10.91,74.8,154.41,32
220.37,81.58,35.533,16.676,221.25,26.6,9.36,108.7,187.86,29
184.71,128.08,33.685,14.374,372.34,21.77,9.6,3.4,109.05,28
186.64,100.58,19.587,16.767,257.98,21.29,9.45,79.5,135.54,51
249.92,119.19,40.344,9.132,269.85,21.47,6.04,35.3,54.36,58
202.86,101.06,20.873,14.344,152.87,22.16,14.12,34.2,194.16,54
232.37,91.7,42.968,11.495,249.6,21.78,7.71,27.8,54.74,35
236.47,108.5,22.517,19.671,375.46,23.66,1.28,98.9,177.48,29
240.06,96.26,37.016,18.285,267.62,18.79,5.88,45.4,185.57,27
249.83,117.44,23.54,16.799,176.53,27.72,2.82,9.0,143.93,58
196.9,93.92,24.534,19.205,109.35,27.36,6.09,12.5,162.32,32
182.82,115.59,24.3,12.162,200.89,27.34,9.52,18.7,91.57,57
208.78,91.02,37.437,18.811,271.78,26.79,1.32,108.0,183.91,20
189.11,126.97,31.704,11.903,112.78,24.6,13.18,51.9,148.53,48
181.57,132.78,41.489,16.794,282.94,20.21,9.54,110.0,65.35,22
205.23,87.73,24.221,16.837,257.02,18.49,5.14,98.3,6.99,38
234.86,112.75,35.76,8.22,335.03,18.99,5.36,100.7,108.16,50
219.63,84.96,37.588,12.333,108.67,21.24,7.52,35.1,168.13,42
201.89,121.87,19.544,8.233,334.25,23.04,4.47,33.3,172.13,76
225.8,98.51,27.018,19.965,256.26,27.93,1.06,67.6,167.02,21
196.24,116.93,29.485,9.466,211.16,22.35,1.37,50.7,42.95,58
181.01,116.22,25.671,14.514,389.61,23.25,6.01,61.6,85.23,32
233.5,144.7,24.663,17.487,148.04,24.95,2.74,7.3,122.77,70
223.66,118.44,35.593,10.415,262.4,19.81,1.31,116.6,133.51,63
233.36,120.81,21.476,13.821,196.29,27.33,13.03,7.9,66.92,76
182.73,108.12,36.282,15.289,258.25,23.29,4.84,22.3,138.53,29
238.6,146.44,43.051,9.922,265.68,20.76,8.04,81.7,118.18,53
223.37,134.4,31.956,17.343,126.83,27.35,3.51,19.5,113.36,47
219.44,99.98,33.343,11.592,298.34,24.25,1.65,13.7,132.6,36
223.72,139.09,17.068,10.532,290.34,22.84,11.43,19.3,120.67,103
240.51,110.27,40.934,14.699,330.84,23.8,2.75,8.4,33.37,34
221.09,138.01,23.563,12.924,127.2,25.48,1.36,30.9,174.88,84
220.67,137.6,33.452,19.043,189.18,19.55,9.22,33.3,48.11,34
249.35,93.22,44.373,18.561,295.03,26.65,1.19,60.3,148.9,25
232.97,129.08,32.865,13.8,141.02,27.6,7.11,53.2,35.29,59
210.96,100.35,36.741,12.311,303.28,23.67,5.04,57.4,132.19,33
229.52,100.82,28.36,11.906,117.71,24.82,5.47,74.3,179.14,68
207.25,100.74,16.811,11.211,200.48,26.6,1.05,28.5,1.94,91
196.02,130.79,38.928,14.535,354.01,21.75,14.5,17.0,195.94,24
221.78,96.09,16.05,17.66,332.29,27.93,8.24,105.6,5.94,57
244.97,80.06,36.02,11.729,293.43,24.81,9.02,76.4,2.27,40
245.04,130.07,15.688,10.281,361.14,22.24,10.33,8.2,171.51,91
203.93,91.98,40.869,13.706,312.78,24.77,12.17,115.4,141.74,26
216.94,87.31,19.729,8.828,255.81,23.22,9.51,83.5,21.16,77
194.81,96.63,30.428,16.415,393.92,19.12,11.67,19.1,187.48,31
249.69,106.59,32.915,14.22,308.46,25.96,7.28,116.3,134.39,51
248.68,113.31,28.726,13.956,280.41,23.64,6.2,44.5,22.21,60
225.47,83.12,25.223,11.605,222.66,25.96,12.52,118.2,172.11,53
236.31,147.94,29.034,18.856,370.72,19.55,13.11,13.3,96.18,34
230.06,130.12,24.342,9.086,188.71,23.38,2.93,20.0,55.63,98
221.52,102.62,28.144,18.438,102.77,25.67,8.6,79.2,165.01,37
183.73,102.31,25.767,12.52,159.02,27.88,10.57,3.6,147.69,47
211.83,111.4,31.986,18.567,132.86,26.84,2.17,3.2,124.61,36
227.24,123.84,22.138,16.745,195.7,26.64,14.01,95.2,179.7,53
227.43,90.25,44.66,9.25,347.76,20.47,8.28,21.0,172.26,32
206.12,93.23,30.026,17.978,295.46,26.38,10.04,110.3,45.36,25
245.92,140.16,20.825,16.186,150.69,19.69,3.5,51.7,175.74,84
191.71,97.94,29.312,8.388,336.65,19.98,4.7,105.0,74.81,50
215.03,106.61,40.992,9.604,251.27,19.1,2.69,50.7,86.35,43
228.36,140.99,15.654,15.628,253.81,26.58,4.7,64.1,194.47,103
228.8,126.42,35.387,15.951,208.63,19.08,7.89,38.7,151.97,36
225.4,103.92,31.439,16.96,359.38,19.38,12.67,79.3,64.3,33
199.27,127.86,20.087,16.643,195.5,20.46,8.47,38.9,129.59,61
190.93,81.38,39.524,15.914,128.24,23.73,4.42,27.6,107.86,29
224.52,131.49,26.067,17.195,190.82,26.8,1.62,10.6,23.32,51
221.95,114.09,23.814,14.901,314.61,22.18,9.71,7.9,177.55,45
192.55,136.92,39.844,11.129,297.27,23.46,6.88,37.4,164.38,30
229.36,146.82,34.156,18.949,156.41,19.66,14.78,88.6,155.54,35
211.86,144.81,41.948,8.219,133.54,20.66,11.92,25.5,111.83,50
226.74,143.65,33.897,12.399,298.26,19.34,12.32,36.6,44.17,43
238.62,115.85,37.225,16.746,302.91,22.1,1.17,108.7,176.78,37
191.88,105.21,40.093,13.126,209.84,23.9,11.89,77.1,70.59,29
181.34,112.55,16.642,8.298,352.84,20.84,3.72,110.4,4.02,85
234.54,128.29,38.281,8.792,393.46,26.46,9.2,109.4,196.35,39
222.68,141.88,33.411,15.784,161.69,27.81,7.26,8.5,172.23,43
228.97,94.49,17.085,19.578,273.12,19.2,9.0,114.6,124.54,51
238.67,144.27,30.257,14.622,101.6,18.18,2.87,7.1,2.48,74
236.2,137.06,17.474,14.081,313.92,25.9,7.4,111.1,45.54,103
247.26,148.52,37.078,11.82,224.28,19.91,1.52,66.1,90.41,63
217.52,141.62,31.395,11.08,157.98,21.53,1.57,64.4,125.62,62
214.19,99.6,43.607,8.252,325.67,21.94,10.21,85.9,141.63,32
208.13,87.42,20.494,11.275,343.19,27.17,14.32,105.6,157.65,65
190.76,87.86,33.181,13.389,133.35,24.59,11.88,74.4,111.13,38
220.08,100.39,21.347,10.375,112.3,18.41,7.57,51.6,131.24,86
199.39,122.99,33.422,9.048,200.22,18.15,1.78,14.3,162.25,48
244.49,136.3,36.679,16.613,287.8,20.0,1.63,94.9,143.97,42
220.82,142.95,36.669,18.735,338.03,21.18,3.21,16.3,190.96,31
221.5,123.66,39.452,19.241,263.82,22.85,14.66,87.4,174.93,24
204.84,80.39,40.607,15.416,274.22,26.38,6.58,63.8,33.87,22
183.64,93.04,17.318,8.633,339.96,21.15,12.81,46.9,189.48,86
182.22,86.98,25.298,16.89,258.65,21.77,10.87,73.9,40.84,36
209.63,105.43,35.614,9.321,283.35,21.29,9.48,92.9,198.25,39
185.92,115.09,29.958,16.037,254.87,18.09,14.27,113.0,140.27,33
222.48,83.04,20.72,17.352,364.14,27.55,4.23,32.5,125.51,36
241.67,104.39,31.581,16.71,170.65,19.39,7.37,113.7,64.86,46
241.8,92.54,27.223,19.423,179.2,20.88,13.11,115.4,26.62,42
226.13,125.29,26.701,16.858,138.39,19.29,8.72,97.8,25.23,52
194.79,112.5,39.293,16.319,345.84,22.91,4.45,105.9,173.32,21
240.41,114.67,27.228,11.141,223.53,27.32,3.92,83.4,86.49,70
242.03,109.94,15.794,19.097,204.37,19.01,11.54,5.7,111.97,66
193.77,146.92,16.742,10.155,394.4,22.41,1.18,69.4,186.37,72
231.62,95.03,40.687,18.859,378.04,18.22,13.8,89.9,51.07,19
200.06,116.17,43.818,11.752,391.6,25.71,1.26,113.1,152.79,29
236.18,131.52,35.652,9.562,142.69,24.41,9.83,68.9,94.09,72
249.81,118.98,25.931,17.92,367.38,25.0,9.47,95.5,42.55,40
182.1,145.03,43.158,8.03,198.61,22.72,9.1,84.9,170.59,32
242.82,106.46,34.884,17.985,103.8,27.08,7.64,34.4,135.99,34
223.58,112.46,40.33,11.148,217.39,22.1,12.93,19.4,18.98,40
248.14,86.2,37.976,18.617,252.76,23.14,10.23,90.4,108.35,31
212.55,122.63,26.374,16.298,132.47,24.95,11.95,28.8,170.35,44
239.32,100.17,29.361,15.994,261.3,23.21,2.62,30.1,13.39,46
184.37,91.22,20.584,12.384,345.84,19.89,1.7,77.6,83.25,58
203.47,118.12,23.76,8.713,213.3,21.17,1.4,94.9,161.04,75
184.69,117.26,38.344,17.961,205.79,18.92,3.06,70.3,171.67,27
248.27,85.31,41.819,10.051,201.64,22.33,10.34,106.3,155.07,42
237.19,128.88,36.734,12.467,376.93,24.09,7.92,26.2,61.14,38
239.68,123.66,28.955,15.204,114.63,19.19,11.53,31.0,101.39,53
245.66,93.23,17.595,13.787,233.52,24.31,3.68,76.8,148.26,91
185.96,112.86,16.708,10.384,179.38,26.93,6.14,99.7,30.52,88
206.99,130.42,26.23,9.687,368.14,21.38,13.44,65.2,119.0,45
184.97,117.06,28.915,9.479,128.82,20.22,14.1,2.2,144.07,50
194.76,107.68,33.274,18.356,223.43,26.93,13.9,81.6,170.0,25
196.06,102.56,15.195,8.379,222.04,24.92,12.46,97.8,22.33,103
212.84,122.73,44.692,19.724,366.52,19.05,10.64,33.9,65.93,13
198.8,145.74,25.918,10.382,164.65,22.08,13.79,7.4,108.33,64
187.07,127.02,40.443,9.324,293.47,24.74,11.0,62.6,140.21,31
191.72,85.23,31.049,14.924,140.32,23.74,14.36,6.0,146.01,37
190.31,112.25,18.913,8.96,386.19,24.19,1.35,50.5,50.65,76
248.12,142.36,38.927,15.229,277.9,23.67,13.9,3.1,2.78,33
233.15,86.61,36.295,18.208,287.88,25.98,8.78,27.8,138.76,21
247.74,149.22,30.823,8.575,230.13,21.2,2.57,47.3,181.83,95
210.78,146.43,30.437,17.598,202.68,25.08,4.01,14.3,159.5,50
199.49,85.48,17.624,12.734,163.8,27.91,12.93,14.6,124.49,73
235.88,145.34,34.675,9.914,281.2,21.9,8.09,99.4,195.51,61
202.84,105.42,42.337,10.113,386.37,25.91,14.76,5.9,86.62,29
200.96,139.13,17.797,19.025,207.94,20.46,2.65,83.0,105.01,54
196.28,109.29,22.905,9.327,364.95,20.82,6.78,97.9,2.46,61
189.08,110.86,42.069,18.401,144.63,27.35,5.65,16.6,189.19,24
197.95,124.4,23.53,14.531,380.84,18.26,8.23,24.2,116.67,46
204.87,134.21,34.618,8.469,205.15,20.17,9.87,77.3,78.16,56
227.18,82.37,31.045,13.574,213.92,22.83,10.26,38.6,8.91,35
184.38,121.52,32.89,17.809,238.85,22.02,1.02,57.7,72.48,31
194.74,93.07,27.474,16.714,315.47,24.29,2.25,100.5,0.72,37
236.63,104.22,24.0,13.865,315.9,19.93,1.49,17.4,64.87,55
190.28,104.36,16.456,18.321,243.88,18.71,13.1,74.7,190.29,50
203.99,112.83,37.328,9.444,256.95,21.69,5.39,113.1,30.85,48
240.53,103.39,37.383,18.919,109.0,23.24,6.14,7.8,109.08,32
190.84,87.52,35.122,18.157,191.29,23.62,7.31,8.1,37.32,25
185.79,90.19,34.309,16.499,203.81,24.01,12.89,67.0,156.68,24
213.92,82.34,22.312,17.815,267.62,23.49,1.2,115.2,112.48,42
201.17,112.92,15.67,14.526,267.49,20.46,2.66,27.2,40.45,79
219.44,146.81,39.261,16.102,312.97,25.65,10.59,40.4,173.25,30
236.27,88.1,29.734,14.727,315.11,18.88,14.49,12.7,156.8,31
189.6,146.24,24.205,12.265,170.56,19.98,10.0,44.1,190.26,53
220.65,131.34,18.058,14.826,331.06,25.39,4.66,6.3,0.13,69
215.39,124.62,16.882,11.09,105.88,20.8,8.28,47.3,91.42,132
190.09,125.17,25.466,13.283,314.85,22.93,14.65,67.1,199.97,47
223.68,137.87,39.142,11.369,130.62,21.27,8.39,117.0,162.24,52
199.15,87.48,42.562,9.475,318.89,23.07,6.23,98.4,166.26,31
214.15,115.33,41.903,11.862,258.14,21.47,6.37,98.8,124.23,35
185.76,128.8,42.6,18.224,231.18,27.94,14.54,28.1,142.58,22
212.17,121.08,42.232,12.573,307.2,21.57,11.06,11.4,161.07,30
201.45,138.29,30.817,16.976,110.91,24.27,10.62,72.8,18.46,38
237.57,85.06,21.582,10.102,167.04,26.88,4.25,63.0,138.52,80
183.99,128.35,38.941,13.093,284.93,24.38,8.83,62.5,163.08,28
209.3,117.38,21.411,9.378,354.16,23.66,5.99,14.0,8.17,60
212.09,106.54,23.016,9.663,214.33,23.69,4.36,59.8,59.41,74
230.75,103.82,21.998,15.409,177.63,22.96,13.54,18.9,64.8,48
220.2,123.46,30.449,15.29,255.62,26.08,6.36,51.2,170.92,36
226.7,142.37,24.655,10.56,286.69,18.5,4.96,8.4,156.07,75
234.39,114.73,19.625,13.693,226.03,26.85,14.04,103.0,131.28,67
240.35,137.73,28.595,18.36,363.01,23.86,3.76,2.6,160.94,32
201.97,108.15,41.217,10.09,257.03,26.49,11.44,112.8,90.69,37
217.66,87.17,32.117,8.231,110.75,18.1,10.14,103.7,174.98,55
238.81,84.31,41.35,15.824,166.92,26.69,13.89,90.6,46.84,32
249.26,83.59,20.876,8.642,235.19,19.2,12.65,117.9,140.92,91
242.27,106.61,20.009,19.759,309.32,25.21,10.87,7.4,48.35,40
206.0,103.61,32.267,15.315,165.93,22.17,5.4,77.4,7.97,40
193.66,130.26,28.9,13.645,392.88,24.81,7.94,102.1,56.83,32
214.26,132.0,34.805,13.16,195.57,24.28,14.22,16.1,98.58,39
231.91,83.56,38.839,14.877,259.74,19.63,1.32,70.6,168.69,22
214.48,95.48,37.539,9.087,105.69,23.15,12.12,47.9,101.77,40
213.82,99.2,43.268,19.16,365.47,20.77,4.53,52.9,35.83,21
238.68,118.33,26.948,15.508,336.65,23.6,3.59,109.6,198.55,45
205.3,90.12,21.192,10.208,158.64,25.38,4.25,65.1,54.01,68
240.19,89.38,31.527,14.751,379.97,18.81,1.84,12.1,197.06,33
208.48,146.07,18.322,9.599,194.75,23.16,14.89,112.5,187.27,103
202.98,136.29,23.666,8.211,307.66,24.18,13.18,23.0,108.49,57
211.78,92.65,21.237,15.566,345.69,20.95,8.29,107.2,18.39,46
233.37,108.46,26.897,15.782,322.27,27.53,11.01,116.5,139.08,37
188.82,104.89,18.336,15.004,375.27,23.2,8.79,105.5,169.14,54
193.75,135.37,15.955,10.202,359.28,19.83,12.36,81.6,89.06,80
246.6,115.71,34.704,15.241,398.38,19.08,12.83,89.5,47.81,25
192.28,88.95,33.307,8.678,154.78,23.42,4.26,84.3,160.56,45
219.74,131.73,36.251,15.311,191.43,21.75,7.44,55.8,109.02,44
220.55,107.78,34.812,14.648,290.87,19.93,9.89,33.7,39.53,36
214.27,98.4,18.429,15.863,319.91,18.31,14.7,34.9,189.91,53
225.13,106.28,23.732,18.746,260.38,23.67,10.56,88.0,189.62,33
196.09,114.84,18.886,18.204,122.18,23.99,13.57,75.5,73.41,43
218.69,104.02,40.289,19.768,352.48,19.42,12.85,70.6,12.8,16
206.05,96.93,37.407,19.715,388.26,24.02,9.15,78.7,126.16,17
226.32,107.9,21.046,17.268,221.66,27.52,13.51,93.2,63.45,49
189.89,81.34,25.239,19.477,167.44,27.78,6.28,90.1,13.27,31
219.96,134.07,43.998,18.407,105.79,26.88,6.31,13.5,178.36,30
192.97,91.97,32.825,16.731,171.19,26.07,11.93,44.2,199.62,29
199.51,83.07,39.035,8.905,309.98,20.09,2.88,32.4,70.08,41
195.31,125.76,22.938,8.589,373.48,19.56,5.28,65.1,148.95,62
192.8,134.18,21.302,18.051,128.05,22.45,9.52,8.3,13.15,49
237.8,136.97,38.518,13.876,265.98,24.2,6.88,91.7,73.94,49
200.0,114.55,35.576,17.775,308.66,26.51,14.17,13.7,21.75,20
244.9,94.38,35.429,11.755,182.91,20.32,14.42,33.3,11.07,46
247.89,131.61,31.579,12.772,270.97,22.8,8.04,94.1,117.76,56
219.99,128.98,31.907,16.402,314.57,24.47,8.55,7.1,160.41,34
190.01,97.24,37.071,18.984,351.32,22.46,11.14,79.6,90.59,19
206.22,143.24,23.1,9.053,235.75,22.54,7.4,111.0,104.84,77
235.84,87.31,25.583,18.338,324.36,20.25,3.66,74.5,54.15,33
205.72,148.79,41.149,17.516,190.53,27.87,11.46,85.8,147.28,32
186.09,140.22,24.266,11.786,163.91,22.75,11.33,95.3,72.21,59
218.97,128.15,31.389,12.263,156.19,23.33,4.43,27.4,13.5,53
239.16,145.71,36.079,8.558,207.66,20.19,12.66,70.1,33.1,79
235.71,130.56,44.998,8.189,110.76,23.14,9.59,37.8,25.69,52
192.26,93.33,28.059,13.724,184.9,20.55,4.31,30.7,87.18,45
227.09,110.95,27.843,9.146,295.67,20.02,10.13,23.9,13.04,56
195.44,85.01,40.278,10.328,294.38,20.76,4.27,70.7,161.3,37
195.27,107.28,39.165,18.161,122.07,18.03,4.71,95.5,181.6,27
241.19,131.91,36.932,14.852,186.22,23.7,12.87,105.2,49.68,43
197.48,107.05,28.897,15.604,270.87,21.87,14.01,52.0,97.1,37
198.43,103.12,24.718,10.25,195.57,26.99,4.6,45.4,103.81,54
180.05,121.67,33.262,17.944,225.4,18.41,13.99,82.8,197.0,23
240.95,141.05,41.287,18.416,313.84,18.43,4.34,93.9,13.12,29
235.48,83.33,41.513,14.28,102.78,26.86,2.64,31.1,133.58,40
223.91,106.98,18.255,18.951,182.92,19.27,1.82,36.4,69.15,62
232.52,91.08,27.851,18.138,142.71,18.02,4.39,64.5,100.36,46
190.64,128.67,28.942,16.776,138.28,19.79,6.39,53.9,43.41,44
212.08,87.4,44.328,16.809,387.71,26.24,13.99,85.0,32.05,15
204.59,126.54,35.34,9.265,212.97,26.03,4.39,61.0,48.71,48
186.56,100.03,27.217,11.25,258.13,21.4,6.12,14.3,14.25,47
214.03,93.92,15.782,8.802,320.15,24.68,11.28,20.7,55.62,93
244.45,145.54,31.962,8.104,114.23,23.07,5.23,108.3,138.07,102
182.8,81.3,17.882,9.9,172.31,27.05,10.58,28.1,130.3,81
200.4,110.64,40.033,18.566,349.64,18.56,7.05,7.0,110.9,13
194.53,81.51,37.576,10.878,358.6,26.13,3.75,88.0,0.08,29
196.67,113.85,28.815,19.642,211.89,19.71,11.28,82.4,25.16,30
243.59,115.07,27.876,15.167,212.46,21.92,1.38,72.4,168.57,56
212.76,102.52,41.92,10.847,327.07,19.92,5.09,60.8,54.35,36
212.64,89.25,23.654,13.966,188.52,25.03,5.99,116.4,182.44,53
233.24,106.35,22.471,10.629,135.13,24.78,7.42,15.3,174.91,90
190.81,127.06,43.176,19.808,177.26,23.48,10.52,61.7,30.99,19
214.11,134.77,39.277,18.167,216.2,24.98,7.43,68.1,179.63,21
210.1,117.15,39.619,8.315,115.66,24.4,9.32,3.7,125.57,43
221.78,121.29,20.856,19.373,243.6,25.76,9.34,50.0,126.06,50
249.97,94.04,19.299,16.653,322.0,20.39,6.23,94.2,170.54,61
233.86,100.11,15.781,8.989,254.12,22.29,14.08,57.1,81.01,94
207.85,91.33,22.111,16.048,121.57,19.52,14.38,105.2,147.05,50
237.93,97.45,38.226,15.763,232.04,22.3,9.15,77.7,133.55,30
191.95,95.74,22.201,10.625,312.67,25.02,2.0,92.2,154.3,57
182.13,116.36,36.873,17.101,117.43,24.91,7.88,96.7,132.04,27
194.31,119.39,22.557,9.045,117.95,25.09,3.58,83.1,16.01,88
203.83,146.15,26.859,13.873,211.18,21.09,7.77,90.2,58.54,61
215.74,93.69,44.495,8.119,158.49,24.62,3.64,83.7,187.98,43
223.06,124.92,22.344,19.625,380.43,21.67,10.85,66.5,44.69,31
243.74,137.21,26.291,17.019,274.4,27.44,2.13,68.4,94.45,53
215.69,119.22,24.033,9.906,186.2,21.43,14.35,23.6,71.39,77
215.09,97.85,18.289,12.1,311.43,24.03,3.74,99.5,17.26,65
183.52,98.38,29.697,9.927,212.48,25.5,10.25,38.1,36.24,46
182.44,82.75,26.361,17.199,139.63,27.06,13.84,64.8,57.33,36
218.58,101.38,35.847,8.707,171.17,22.38,4.47,30.7,92.66,48
210.67,132.12,39.528,18.085,292.82,21.6,14.08,83.8,174.9,23
238.74,83.33,31.327,19.306,115.56,22.3,6.44,117.0,103.12,36
191.25,95.35,15.966,16.12,181.81,21.24,14.45,96.4,130.38,67
181.75,129.44,33.568,10.556,162.49,24.54,14.6,74.7,85.19,44
211.43,134.79,16.662,12.321,160.34,27.33,3.63,68.5,174.01,107
196.62,111.87,33.491,13.727,304.83,19.26,12.64,59.3,132.52,29
183.47,128.87,35.551,15.255,347.75,23.61,3.71,25.4,18.13,28
230.72,107.16,20.933,16.024,314.76,26.98,4.17,42.4,95.5,55
187.81,91.19,39.58,14.651,293.72,19.0,2.18,49.4,165.45,23
222.58,107.87,42.333,12.216,374.94,22.94,3.19,113.4,146.73,32
199.67,120.6,39.393,18.691,117.52,26.65,9.85,51.6,181.06,26
192.14,146.36,24.153,8.977,150.24,27.0,7.29,70.8,45.53,85
206.58,84.81,32.599,13.595,224.32,23.14,12.07,110.8,195.43,38
236.1,115.52,42.444,17.307,211.74,18.25,5.65,62.7,57.02,31
207.45,103.02,24.62,8.73,225.42,19.06,14.56,30.9,10.04,60
232.55,115.58,39.601,16.464,161.94,23.87,1.7,46.3,99.13,44
188.78,81.68,15.284,17.837,144.85,19.24,1.88,45.7,22.07,60
234.09,101.91,15.109,15.93,252.76,19.49,10.82,86.1,136.26,73
196.59,137.39,37.791,8.155,378.42,25.72,13.43,36.2,180.11,30
227.42,118.78,37.843,10.162,217.59,25.51,12.14,87.9,184.27,46
219.6,111.54,38.669,12.105,113.01,26.43,7.86,106.8,121.41,43
245.04,99.99,42.901,10.804,311.85,19.06,4.77,41.0,107.05,35
207.11,100.86,18.537,19.552,187.33,19.98,1.19,17.1,198.8,39
184.63,106.82,21.96,15.819,173.53,26.33,8.13,77.0,115.89,46
181.34,138.49,42.112,11.564,197.28,25.21,7.66,43.9,185.49,33
237.88,147.7,20.317,19.156,317.14,26.06,5.82,64.5,183.32,54
216.73,110.71,35.467,16.887,345.65,27.9,9.09,76.5,57.9,22
234.27,107.53,30.914,11.415,276.42,26.64,11.2,49.5,2.75,56
196.41,139.26,17.496,12.547,196.74,23.2,10.81,111.0,87.83,90
204.16,109.88,23.558,10.393,193.14,21.11,4.69,48.6,172.27,63
